Wall time,Step,Value
1740455935.8676136,4096000,11.373480796813965
1740456085.403787,8192000,13.813309669494629
1740456232.0410159,12288000,14.011748313903809
1740456377.5320268,16384000,14.29544448852539
1740456522.3173656,20480000,14.122467994689941
1740456734.6308913,24576000,14.256781578063965
1740456878.6152701,28672000,14.195284843444824
1740457023.3543024,32768000,14.108245849609375
1740457167.420687,36864000,14.738191604614258
1740457312.9515498,40960000,14.785054206848145
1740457529.3729155,45056000,15.332489967346191
1740457674.470046,49152000,15.029261589050293
1740457820.401566,53248000,15.211407661437988
1740457966.2928014,57344000,15.397273063659668
1740458112.3796966,61440000,15.654258728027344
1740458326.1645875,65536000,16.02499008178711
1740458472.7976904,69632000,16.037717819213867
1740458619.5662897,73728000,16.601049423217773
1740458766.3855517,77824000,16.867427825927734
1740458912.0355685,81920000,17.24528694152832
1740459125.3996527,86016000,17.692203521728516
1740459270.293631,90112000,18.338274002075195
1740459416.4843938,94208000,18.797679901123047
1740459561.9208493,98304000,18.675134658813477
1740459706.808177,102400000,19.307382583618164
1740459919.601973,106496000,19.775596618652344
1740460065.0898066,110592000,19.831754684448242
1740460210.4175584,114688000,20.34749412536621
1740460355.3764517,118784000,20.73780632019043
1740460500.7241356,122880000,20.811450958251953
1740460713.0924475,126976000,20.82651138305664
1740460860.1392345,131072000,21.402503967285156
1740461005.6252418,135168000,21.46747398376465
1740461150.888469,139264000,21.38656234741211
1740461296.2481642,143360000,21.22930908203125
1740461509.3146157,147456000,20.697519302368164
1740461656.0468392,151552000,20.898914337158203
1740461803.704488,155648000,21.00238037109375
1740461951.0143945,159744000,20.940969467163086
1740462097.5005763,163840000,21.37220001220703
1740462311.7196937,167936000,21.025985717773438
1740462458.885321,172032000,21.231220245361328
1740462604.968034,176128000,21.327341079711914
1740462752.6091459,180224000,21.051759719848633
1740462900.338979,184320000,21.49726676940918
1740463114.7310128,188416000,21.538236618041992
1740463263.1716242,192512000,21.61777114868164
1740463411.2834768,196608000,21.07195472717285
1740463559.3574638,200704000,21.056705474853516
1740463708.2198927,204800000,21.2780704498291
1740463923.8170726,208896000,21.193504333496094
1740464073.6048353,212992000,21.174205780029297
1740464222.3903248,217088000,21.946369171142578
1740464371.077381,221184000,22.11200523376465
1740464518.9525504,225280000,22.504072189331055
1740464733.0122552,229376000,22.818103790283203
1740464881.9400008,233472000,23.213960647583008
1740465029.9157443,237568000,22.816072463989258
1740465178.5171216,241664000,23.088218688964844
1740465326.9233446,245760000,23.511722564697266
1740465543.3428142,249856000,24.44578742980957
1740465692.1001723,253952000,25.07743263244629
1740465840.6491082,258048000,24.824979782104492
1740465988.3834636,262144000,24.851572036743164
1740466136.4360168,266240000,25.262956619262695
1740466351.9444628,270336000,26.431209564208984
1740466500.557518,274432000,26.607139587402344
1740466650.3011315,278528000,26.652299880981445
1740466799.6383123,282624000,26.935712814331055
1740466948.2425334,286720000,28.01662254333496
1740467164.8087056,290816000,28.527950286865234
1740467314.201458,294912000,27.99942398071289
1740467462.4943194,299008000,27.54428482055664
1740467611.5081608,303104000,28.18819236755371
1740467759.3400412,307200000,28.958871841430664
1740467974.4915695,311296000,28.901796340942383
1740468123.5198808,315392000,28.644512176513672
1740468271.1919818,319488000,29.40306854248047
1740468418.9255393,323584000,30.740325927734375
1740468566.7559159,327680000,32.27745819091797
1740468780.6169689,331776000,32.73127365112305
1740468928.386675,335872000,34.20021438598633
1740469075.3979707,339968000,35.286659240722656
1740469221.3584409,344064000,34.40718460083008
1740469368.5227125,348160000,34.44646072387695
1740469581.9212625,352256000,34.84931564331055
1740469727.948755,356352000,36.520721435546875
1740469873.9768546,360448000,37.37679672241211
1740470019.6497116,364544000,37.617069244384766
1740470167.205528,368640000,37.35063552856445
1740470380.7728539,372736000,39.271183013916016
1740470526.318972,376832000,38.11700439453125
1740470673.3033605,380928000,38.07315444946289
1740470819.196445,385024000,38.402076721191406
1740470965.5280988,389120000,38.15607452392578
1740471178.7661676,393216000,37.25563430786133
1740471325.3478942,397312000,36.53805160522461
1740471471.8196118,401408000,36.55158615112305
1740471618.8924012,405504000,35.498924255371094
1740471764.12231,409600000,36.39076614379883
1740471977.8755865,413696000,36.43417739868164
1740472125.0735693,417792000,37.156517028808594
1740472271.7648642,421888000,36.08751678466797
1740472418.7419896,425984000,36.81912612915039
1740472564.9910462,430080000,37.60363006591797
1740472778.016003,434176000,38.7095832824707
1740472924.1959212,438272000,39.71564483642578
1740473069.617695,442368000,40.791221618652344
1740473216.1672459,446464000,41.56535339355469
1740473363.0102458,450560000,40.399662017822266
1740473575.404248,454656000,40.82228088378906
1740473721.382834,458752000,41.701416015625
1740473868.6346555,462848000,40.2097282409668
1740474015.5345726,466944000,39.322532653808594
1740474161.9106865,471040000,38.127288818359375
1740474375.2315073,475136000,38.18117141723633
1740474520.287742,479232000,38.2723503112793
1740474667.6576507,483328000,37.67578125
1740474814.2886486,487424000,37.1572265625
1740474960.8972511,491520000,36.56981658935547
1740475174.391582,495616000,37.883018493652344
1740475321.5707858,499712000,39.38644790649414
1740475469.6815326,503808000,39.41569519042969
1740475616.9559884,507904000,39.13051223754883
1740475763.539569,512000000,38.62118148803711
1740475978.3830276,516096000,39.12235641479492
1740476126.6041856,520192000,38.61351013183594
1740476273.603689,524288000,39.65957260131836
1740476421.2440271,528384000,38.87883377075195
1740476568.5404346,532480000,39.230472564697266
1740476783.964239,536576000,38.72040939331055
1740476930.5703163,540672000,38.91346740722656
1740477077.4912527,544768000,38.99544143676758
1740477224.5855553,548864000,39.27083206176758
1740477372.2128942,552960000,39.7750129699707
1740477586.2786052,557056000,40.25910568237305
1740477733.25305,561152000,39.48649978637695
1740477881.4945416,565248000,40.06137466430664
1740478028.8767416,569344000,41.12843704223633
1740478175.4575777,573440000,41.39351272583008
1740478389.8933964,577536000,40.81853485107422
1740478535.7821345,581632000,41.2768440246582
1740478682.9671252,585728000,41.15552520751953
1740478830.0190873,589824000,41.146244049072266
1740478976.7056856,593920000,40.347740173339844
1740479191.2341156,598016000,40.44867706298828
1740479338.857045,602112000,40.86174392700195
1740479486.0206666,606208000,42.300411224365234
1740479633.190328,610304000,43.01017761230469
1740479781.0315173,614400000,42.29454040527344
1740479996.1763365,618496000,42.20284652709961
1740480144.5724487,622592000,42.573177337646484
1740480292.294706,626688000,43.90731430053711
1740480439.047491,630784000,42.5211067199707
1740480586.7976708,634880000,42.38783645629883
1740480802.622446,638976000,42.18553161621094
1740480949.6512966,643072000,43.89228439331055
1740481097.2246954,647168000,43.7192497253418
1740481244.5283465,651264000,44.85941696166992
1740481391.3780172,655360000,44.48029708862305
1740481604.9153593,659456000,42.39583969116211
1740481753.9353762,663552000,41.34817886352539
1740481901.582758,667648000,41.1767578125
1740482048.9757884,671744000,41.092533111572266
1740482196.7647321,675840000,41.78251266479492
1740482412.1011343,679936000,42.4759521484375
1740482560.3248942,684032000,42.92599105834961
1740482707.0564234,688128000,43.961238861083984
1740482854.5536613,692224000,43.53797149658203
1740483001.587258,696320000,43.726036071777344
1740483216.3522532,700416000,43.599815368652344
1740483364.8733873,704512000,42.703922271728516
1740483512.8889608,708608000,43.10877990722656
1740483660.2932603,712704000,42.35104751586914
1740483809.3607624,716800000,41.37541580200195
1740484025.0628633,720896000,41.950836181640625
1740484173.9457738,724992000,41.701454162597656
1740484321.1525228,729088000,41.34797286987305
1740484469.4302194,733184000,40.40861892700195
1740484617.9707732,737280000,41.075035095214844
1740484834.3595164,741376000,42.18181610107422
1740484982.9605272,745472000,41.36962890625
1740485131.969236,749568000,41.045833587646484
1740485279.7569253,753664000,42.04738998413086
1740485427.0207577,757760000,40.92805099487305
1740485642.1470258,761856000,40.683868408203125
1740485790.1553783,765952000,39.58399200439453
1740485939.2419086,770048000,37.69175720214844
1740486088.1067061,774144000,36.30862808227539
1740486236.665849,778240000,36.82366180419922
1740486452.7512062,782336000,36.71630859375
1740486601.9417145,786432000,36.596614837646484
1740486750.8324647,790528000,38.043636322021484
1740486899.8172507,794624000,38.70973587036133
1740487048.2789767,798720000,37.017704010009766
1740487265.9288316,802816000,36.89292907714844
1740487415.3897796,806912000,36.782344818115234
1740487565.3726268,811008000,36.52581787109375
1740487715.5061111,815104000,36.195106506347656
1740487865.35748,819200000,37.18849182128906
1740488081.7137039,823296000,38.4294319152832
1740488231.4859755,827392000,39.125362396240234
1740488382.4700081,831488000,38.459110260009766
1740488531.8248823,835584000,39.87202453613281
1740488680.3781269,839680000,40.37527847290039
1740488896.7496603,843776000,41.35323715209961
1740489044.5538197,847872000,41.300785064697266
1740489193.5013719,851968000,40.3198127746582
1740489341.5927966,856064000,40.343021392822266
1740489489.7771626,860160000,40.91727066040039
1740489705.3378155,864256000,38.790924072265625
1740489852.9337118,868352000,37.47283172607422
1740490001.8654442,872448000,37.162296295166016
1740490151.2752023,876544000,36.76301574707031
1740490300.5379086,880640000,37.19382095336914
1740490516.6615207,884736000,36.732757568359375
1740490667.1087847,888832000,35.99192810058594
1740490816.607072,892928000,36.995304107666016
1740490966.8128643,897024000,36.91196823120117
1740491117.4669788,901120000,37.898094177246094
1740491334.333173,905216000,36.19580078125
1740491485.1183367,909312000,36.344242095947266
1740491635.8737369,913408000,35.97163009643555
1740491786.2817318,917504000,36.382572174072266
1740491937.3128421,921600000,36.12934494018555
1740492155.8754733,925696000,35.52072525024414
1740492306.80629,929792000,36.19123458862305
1740492456.175935,933888000,36.129966735839844
1740492606.193218,937984000,37.11406326293945
1740492756.56267,942080000,35.82529830932617
1740492975.6592274,946176000,35.265419006347656
1740493127.167566,950272000,36.289093017578125
1740493279.698274,954368000,34.742679595947266
1740493432.4190223,958464000,33.09496307373047
1740493583.5077639,962560000,32.60515213012695
1740493802.8399403,966656000,33.40262985229492
1740493954.0199447,970752000,33.78950119018555
1740494104.8976157,974848000,33.60417556762695
1740494255.4321995,978944000,33.537925720214844
1740494406.7568557,983040000,34.03474807739258
1740494626.3169436,987136000,33.50933837890625
1740494777.6714787,991232000,34.147891998291016
1740494929.4249086,995328000,34.58651351928711
1740495081.205411,999424000,33.86297607421875
1740495233.08345,1003520000,33.016204833984375
1740495450.3554215,1007616000,30.613075256347656
1740495602.185551,1011712000,29.908966064453125
1740495755.2332168,1015808000,28.602252960205078
1740495907.9735649,1019904000,26.11533546447754
1740496059.8587117,1024000000,25.37623405456543
1740496278.779151,1028096000,24.79587173461914
1740496429.1197534,1032192000,24.498924255371094
1740496580.4919684,1036288000,23.655786514282227
1740496731.810795,1040384000,23.042362213134766
1740496882.0442789,1044480000,22.79056739807129
1740497099.8485918,1048576000,23.816944122314453
1740497250.2548974,1052672000,22.717100143432617
1740497400.2914739,1056768000,21.824987411499023
1740497550.6163096,1060864000,21.22730827331543
1740497701.399756,1064960000,20.6480770111084
1740497918.2996283,1069056000,20.991884231567383
1740498068.8946843,1073152000,21.579240798950195
1740498219.0280905,1077248000,22.118574142456055
1740498368.3751073,1081344000,21.8356990814209
1740498516.310234,1085440000,21.677627563476562
1740498734.080455,1089536000,21.047714233398438
1740498882.8324687,1093632000,20.65507698059082
1740499030.8077736,1097728000,20.483440399169922
1740499179.3770185,1101824000,20.70823097229004
1740499325.885109,1105920000,20.695085525512695
1740499539.178163,1110016000,21.402780532836914
1740499686.520699,1114112000,21.388185501098633
1740499832.8921084,1118208000,20.844669342041016
1740499980.8649642,1122304000,20.43016815185547
1740500128.661821,1126400000,19.93540382385254
1740500342.9401395,1130496000,20.206405639648438
1740500490.8074424,1134592000,21.139020919799805
1740500637.8586416,1138688000,22.18783950805664
1740500785.7649322,1142784000,22.542095184326172
1740500933.8022761,1146880000,22.66933822631836
1740501148.927536,1150976000,22.75168228149414
1740501296.8035727,1155072000,22.547212600708008
1740501445.5555286,1159168000,22.1098690032959
1740501594.442426,1163264000,22.70719337463379
1740501744.4788525,1167360000,21.959491729736328
1740501959.9281423,1171456000,21.73633575439453
1740502108.3007119,1175552000,21.418010711669922
1740502257.8969698,1179648000,21.40714454650879
1740502407.9864664,1183744000,20.318906784057617
1740502557.6555176,1187840000,19.63541030883789
1740502774.285411,1191936000,19.535017013549805
1740502924.6531672,1196032000,19.40871238708496
1740503074.9505398,1200128000,19.086214065551758
1740503228.077478,1204224000,19.61894989013672
1740503381.8050563,1208320000,20.396696090698242
1740503603.8558176,1212416000,20.117361068725586
1740503758.0699155,1216512000,20.481380462646484
1740503910.630747,1220608000,20.612449645996094
1740504061.5863428,1224704000,21.12846565246582
1740504213.8851693,1228800000,21.559345245361328
1740504435.0642185,1232896000,21.714515686035156
1740504587.7568812,1236992000,22.707372665405273
1740504739.0420203,1241088000,23.129743576049805
1740504891.526893,1245184000,23.621007919311523
1740505043.1868627,1249280000,24.58349609375
1740505261.260085,1253376000,24.894729614257812
1740505412.5430403,1257472000,24.999481201171875
1740505564.5386913,1261568000,23.891082763671875
1740505716.2598333,1265664000,25.0289249420166
1740505866.9338052,1269760000,25.86336898803711
1740506085.8860183,1273856000,26.729660034179688
1740506236.9737568,1277952000,26.545289993286133
1740506387.7274933,1282048000,26.638269424438477
1740506538.0791473,1286144000,26.092487335205078
1740506689.8664577,1290240000,25.54143524169922
